Ticker,Category,CompanyName,Exchange
LEA,Auto Parts,Lear Corporation,NYQ
LECO,Small Tools & Accessories,"Lincoln Electric Holdings, Inc.",NMS
LEDIF,Medical Appliances & Equipment,LED Medical Diagnostics Inc.,PNK
LEDS,Semiconductor- Memory Chips,SemiLEDs Corporation,NCM
LEE,Publishing - Newspapers,"Lee Enterprises, Incorporated",NYQ
LEG,Home Furnishings & Fixtures,"Leggett & Platt, Incorporated",NYQ
LEJU,Property Management,Leju Holdings Limited,NYQ
LEN,Residential Construction,Lennar Corporation,NYQ
LENS,Medical Instruments & Supplies,Presbia PLC,NGM
LEU,Industrial Metals & Minerals,Centrus Energy Corp.,ASE
LEXG,Industrial Metals & Minerals,"Lithium Exploration Group, Inc.",PNK
LFC,Life Insurance,China Life Insurance Company Limited,NYQ
LFUS,Electronics Wholesale,"Littelfuse, Inc.",NMS
LFVN,Personal Products,Lifevantage Corporation,NCM
LGCY,Independent Oil & Gas,Legacy Reserves LP,NMS
LGHT,Regional - Pacific Banks,Lighthouse Bank,PNK
LGIH,Real Estate Development,"LGI Homes, Inc.",NMS
LGL,Industrial Electrical Equipment,"The LGL Group, Inc.",ASE
LGND,Biotechnology,Ligand Pharmaceuticals Incorporated,NGM
LGYV,Property Management,Legacy Ventures International Inc.,PNK
LH,Medical Laboratories & Research,Laboratory Corporation of America Holdings,NYQ
LHCG,Home Health Care,"LHC Group, Inc.",NMS
LHO,REIT - Hotel/Motel,LaSalle Hotel Properties,NYQ
LIFE,Biotechnology,"aTyr Pharma, Inc.",NMS
LII,Diversified Machinery,Lennox International Inc.,NYQ
LILAK,CATV Systems,LiLAC Group,NMS
LIME,Industrial Electrical Equipment,Lime Energy Co.,PNK
LINC,Education & Training Services,Lincoln Educational Services Corporation,NMS
LIND,"Recreational Goods, Other","Lindblad Expeditions Holdings, Inc.",NCM
LION,Regional - Mid-Atlantic Banks,Fidelity Southern Corporation,NMS
LIQT,Pollution & Treatment Controls,"LiqTech International, Inc.",ASE
LITB,Catalog & Mail Order Houses,"LightInTheBox Holding Co., Ltd.",NYQ
LIWA,Copper,"Lihua International, Inc.",PNK
LJPC,Biotechnology,La Jolla Pharmaceutical Company,NCM
LKAI,Nonmetallic Mineral Mining,LKA Gold Incorporated,PNK
LKFN,Regional - Midwest Banks,Lakeland Financial Corporation,NMS
LKQ,Auto Parts,LKQ Corporation,NMS
LL,Home Improvement Stores,"Lumber Liquidators Holdings, Inc.",NYQ
LLEN,Nonmetallic Mineral Mining,"L & L Energy, Inc.",PNK
LLEX,Independent Oil & Gas,"Lilis Energy, Inc.",ASE
LLL,Aerospace/Defense Products & Services,"L3 Technologies, Inc.",NYQ
LLNW,Internet Information Providers,"Limelight Networks, Inc.",NMS
LLY,Drug Manufacturers - Major,Eli Lilly and Company,NYQ
LM,Asset Management,"Legg Mason, Inc.",NYQ
LMAT,Medical Instruments & Supplies,"LeMaitre Vascular, Inc.",NGM
LMNK,Medical Practitioners,"Lifestyle Medical Network, Inc.",PNK
LMNR,Farm Products,Limoneira Company,NMS
LMNX,Medical Instruments & Supplies,Luminex Corporation,NMS
LMOS,Diversified Communication Services,Lumos Networks Corp.,NMS
LMRK,Property Management,Landmark Infrastructure Partners LP,NGM
LMT,Aerospace/Defense Products & Services,Lockheed Martin Corporation,NYQ
LNC,Life Insurance,Lincoln National Corporation,NYQ
LNCE,Processed & Packaged Goods,"Snyder's-Lance, Inc.",NMS
LND,Property Management,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,NYQ
LNDC,Farm Products,Landec Corporation,NMS
LNG,Oil & Gas Pipelines,"Cheniere Energy, Inc.",ASE
LNGB,Conglomerates,"Longbau Group, Inc.",PNK
LNN,Farm & Construction Machinery,Lindsay Corporation,NYQ
LNT,Electric Utilities,Alliant Energy Corporation,NYQ
LOAN,Credit Services,"Manhattan Bridge Capital, Inc.",NCM
LOB,Savings & Loans,"Live Oak Bancshares, Inc.",NMS
LOCO,Restaurants,"El Pollo Loco Holdings, Inc.",NMS
LODE,Gold,Comstock Mining Inc.,ASE
LOGG,Marketing Services,LifeLogger Technologies Corp.,PNK
LOGL,Independent Oil & Gas,"Legend Oil and Gas, Ltd.",PNK
LOGM,Application Software,"LogMeIn, Inc.",NMS
LOGN,Savings & Loans,Logansport Financial Corp.,PNK
LOPE,Education & Training Services,"Grand Canyon Education, Inc.",NMS
LORL,Communication Equipment,Loral Space & Communications Inc.,NMS
LOV,Internet Service Providers,"Spark Networks, Inc.",ASE
LOW,Home Improvement Stores,"Lowe's Companies, Inc.",NYQ
LOXO,Biotechnology,"Loxo Oncology, Inc.",NGM
LPAD,Specialty Chemicals,"LaPolla Industries, Inc.",PNK
LPBC,Savings & Loans,Lincoln Park Bancorp.,OBB
LPCN,Drugs - Generic,Lipocine Inc.,NCM
LPI,Independent Oil & Gas,"Laredo Petroleum, Inc.",NYQ
LPL,Diversified Electronics,"LG Display Co., Ltd.",NYQ
LPLA,Investment Brokerage - National,LPL Financial Holdings Inc.,NMS
LPNT,Hospitals,"LifePoint Health, Inc.",NMS
LPSN,Business Software & Services,"LivePerson, Inc.",NMS
LPT,REIT - Office,Liberty Property Trust,NYQ
LPTC,Conglomerates,"Le@p Technology, Inc.",PNK
LPTH,Industrial Electrical Equipment,"LightPath Technologies, Inc.",NCM
LPX,Building Materials Wholesale,Louisiana-Pacific Corporation,NYQ
LQ,Resorts & Casinos,La Quinta Holdings Inc.,NYQ
LQDT,Catalog & Mail Order Houses,"Liquidity Services, Inc.",NMS
LQMT,Industrial Metals & Minerals,Liquidmetal Technologies Inc.,PNK
LRAD,Scientific & Technical Instruments,LRAD Corporation,NCM
LRCX,Semiconductor Equipment & Materials,Lam Research Corporation,NMS
LRN,Education & Training Services,K12 Inc.,NYQ
LSBK,Savings & Loans,"Lake Shore Bancorp, Inc.",NGM
LSCC,Semiconductor - Specialized,Lattice Semiconductor Corporation,NMS
LSCG,Industrial Electrical Equipment,Lighting Science Group Corporation,PNK
LSTG,Gold,"Lone Star Gold, Inc.",PNK
LSTR,Trucking,"Landstar System, Inc.",NMS
LTBR,Synthetics,Lightbridge Corporation,NCM
LTC,REIT - Healthcare Facilities,"LTC Properties, Inc.",NYQ
LTFD,Gaming Activities,Littlefield Corporation,PNK
LTM,Sporting Activities,LATAM Airlines Group S.A.,NYQ
LTRE,Education & Training Services,"Learning Tree International, Inc.",PNK
LTRPA,"Recreational Goods, Other","Liberty TripAdvisor Holdings, Inc.",NMS
LTRX,Networking & Communication Devices,"Lantronix, Inc.",NCM
LTS,Investment Brokerage - National,Ladenburg Thalmann Financial Services Inc.,ASE
LTTC,Networking & Communication Devices,Lattice Incorporated,PNK
LTUM,Industrial Metals & Minerals,Lithium Corporation,PNK
LUB,Restaurants,"Luby's, Inc.",NYQ
LUK,Investment Brokerage - National,Leucadia National Corporation,NYQ
LULU,Textile - Apparel Clothing,Lululemon Athletica Inc.,NMS
LUNA,Scientific & Technical Instruments,Luna Innovations Incorporated,NCM
LUV,Regional Airlines,Southwest Airlines Co.,NYQ
LUVU,Management Services,"Luvu Brands, Inc.",PNK
LVCA,Gold,"Lake Victoria Mining Company, Inc.",PNK
LVLT,Diversified Communication Services,"Level 3 Communications, Inc.",NYQ
LVNTA,Catalog & Mail Order Houses,Liberty Ventures,NMS
LVS,Resorts & Casinos,Las Vegas Sands Corp.,NYQ
LWAY,Food - Major Diversified,"Lifeway Foods, Inc.",NGM
LWLG,Specialty Chemicals,"Lightwave Logic, Inc.",PNK
LXFR,Diversified Machinery,Luxfer Holdings PLC,NYQ
LXFT,Application Software,"Luxoft Holding, Inc.",NYQ
LXP,REIT - Diversified,Lexington Realty Trust,NYQ
LXRX,Biotechnology,"Lexicon Pharmaceuticals, Inc.",NMS
LXU,Chemicals - Major Diversified,"LSB Industries, Inc.",NYQ
LYB,Specialty Chemicals,LyondellBasell Industries N.V.,NYQ
LYBC,Regional - Northeast Banks,Lyons Bancorp Inc.,PNK
LYG,Foreign Money Center Banks,Lloyds Banking Group plc,NYQ
LYNS,Long Distance Carriers,"Lightyear Network Solutions, Inc.",PNK
LYTS,Industrial Electrical Equipment,LSI Industries Inc.,NMS
LYV,Entertainment - Diversified,"Live Nation Entertainment, Inc.",NYQ
LZB,Home Furnishings & Fixtures,La-Z-Boy Incorporated,NYQ
M,Department Stores,"Macy's, Inc.",NYQ
MA,Credit Services,Mastercard Incorporated,NYQ
MAA,REIT - Residential,"Mid-America Apartment Communities, Inc.",NYQ
MAC,REIT - Retail,The Macerich Company,NYQ
MACE,Specialty Chemicals,"Mace Security International, Inc.",PNK
MACK,Biotechnology,"Merrimack Pharmaceuticals, Inc.",NGM
MAG,Industrial Electrical Equipment,MAG Silver Corp.,ASE
MAGAA,Conglomerates,Magna-Lab Inc.,PNK
MAGE,Industrial Metals & Minerals,Magellan Gold Corporation,PNK
MAGS,Security & Protection Services,Magal Security Systems Ltd.,NGM
MAIN,Diversified Investments,Main Street Capital Corporation,NYQ
MAMS,Business Software & Services,"MAM Software Group, Inc.",NCM
MAN,Staffing & Outsourcing Services,ManpowerGroup Inc.,NYQ
MANH,Application Software,"Manhattan Associates, Inc.",NMS
MANT,Security Software & Services,ManTech International Corporation,NMS
MANU,Sporting Activities,Manchester United plc,NYQ
MANY,Semiconductor - Broad Line,"Plures Technologies, Inc.",PNK
MAR,Lodging,"Marriott International, Inc.",NMS
MARA,Business Services,"Marathon Patent Group, Inc.",NCM
MARK,Internet Information Providers,"Remark Holdings, Inc.",NCM
MARPS,Diversified Investments,Marine Petroleum Trust,NMS
MAS,General Building Materials,Masco Corporation,NYQ
MASI,Medical Appliances & Equipment,Masimo Corporation,NMS
MAT,Toys & Games,"Mattel, Inc.",NMS
MATR,Application Software,Mattersight Corporation,NGM
MATW,Personal Services,Matthews International Corporation,NMS
MATX,Shipping,"Matson, Inc.",NYQ
MAXE,Industrial Metals & Minerals,"Maxwell Resources, Inc.",PNK
MAYS,Property Management,"J.W. Mays, Inc.",NCM
MB,Application Software,"MINDBODY, Inc.",NGM
MBCQ,Savings & Loans,"MB Bancorp, Inc.",PNK
MBDE,Business Services,Morris Business Development Company,PNK
MBFI,Regional - Midwest Banks,"MB Financial, Inc.",NMS
MBI,Property & Casualty Insurance,MBIA Inc.,NYQ
MBII,Agricultural Chemicals,"Marrone Bio Innovations, Inc.",NCM
MBLY,Application Software,Mobileye N.V.,NYQ
MBT,Wireless Communications,Public Joint-Stock Company Mobile TeleSystems,NYQ
MBTF,Regional - Northeast Banks,MBT Financial Corp.,NMS
MBUU,"Recreational Goods, Other","Malibu Boats, Inc.",NGM
MBVA,Regional - Mid-Atlantic Banks,Millennium Bankshares Corporation,PNK
MBWM,Regional - Midwest Banks,Mercantile Bank Corporation,NMS
MC,Asset Management,Moelis & Company,NYQ
MCAP,Business Software & Services,"Mango Capital, Inc.",PNK
MCAR,Diversified Investments,"Mercari Communications Group, Ltd.",PNK
MCBC,Regional - Midwest Banks,Macatawa Bank Corporation,NMS
MCBK,Regional - Midwest Banks,"Madison County Financial, Inc.",PNK
MCD,Restaurants,McDonald's Corporation,NYQ
MCEP,Independent Oil & Gas,"Mid-Con Energy Partners, LP",NMS
MCF,Independent Oil & Gas,Contango Oil & Gas Company,ASE
MCFT,Recreational Vehicles,"MCBC Holdings, Inc.",NGM
MCHB,Regional - Pacific Banks,Mechanics Bank,PNK
MCHP,Semiconductor - Broad Line,Microchip Technology Incorporated,NMS
MCHX,Marketing Services,"Marchex, Inc.",NMS
MCIG,Electronic Equipment,"mCig, Inc.",PNK
MCK,Drugs Wholesale,McKesson Corporation,NYQ
MCO,Business Services,Moody's Corporation,NYQ
MCPI,Conglomerates,"Mansfield-Martin Exploration Mining, Inc.",PNK
MCRB,Biotechnology,"Seres Therapeutics, Inc.",NMS
MCRI,Resorts & Casinos,"Monarch Casino & Resort, Inc.",NMS
MCRN,Diversified Machinery,Milacron Holdings Corp.,NYQ
MCS,Entertainment - Diversified,The Marcus Corporation,NYQ
MCTH,Staffing & Outsourcing Services,"Medical Connections Holdings, Inc.",PNK
MCY,Property & Casualty Insurance,Mercury General Corporation,NYQ
MD,Specialized Health Services,"MEDNAX, Inc.",NYQ
MDAV,Personal Products,"Davi Luxury Brand Group, Inc.",PNK
MDC,Residential Construction,"M.D.C. Holdings, Inc.",NYQ
MDCA,Marketing Services,MDC Partners Inc.,NMS
MDCO,Drugs - Generic,The Medicines Company,NMS
MDDD,Conglomerates,Makism 3D Corp.,PNK
MDFI,Healthcare Information Services,"Medefile International, Inc.",PNK
MDIT,Medical Laboratories & Research,"Medite Cancer Diagnostics, Inc.",PNK
MDLZ,Confectioners,"Mondelez International, Inc.",NMS
MDNB,Regional - Southeast Banks,"Minden Bancorp, Inc.",OBB
MDP,Publishing - Periodicals,Meredith Corporation,NYQ
MDR,Oil & Gas Equipment & Services,"McDermott International, Inc.",NYQ
MDRM,Conglomerates,"Galileo Life Sciences, Inc.",PNK
MDRX,Application Software,"Allscripts Healthcare Solutions, Inc.",NMS
MDSO,Healthcare Information Services,"Medidata Solutions, Inc.",NMS
MDT,Medical Appliances & Equipment,Medtronic plc,NYQ
MDU,General Building Materials,"MDU Resources Group, Inc.",NYQ
MDVX,Medical Appliances & Equipment,Medovex Corporation,NCM
MDWD,Biotechnology,MediWound Ltd.,NGM
MDXG,Medical Appliances & Equipment,"MiMedx Group, Inc.",NCM
MED,"Specialty Retail, Other","Medifast, Inc.",NYQ
MEEC,Pollution & Treatment Controls,Midwest Energy Emissions Corp.,PNK
MEET,Internet Information Providers,"The Meet Group, Inc.",NCM
MEI,Diversified Electronics,"Methode Electronics, Inc.",NYQ
MEIL,Chemicals - Major Diversified,Methes Energies International Ltd.,PNK
MEIP,Drug Manufacturers - Other,"MEI Pharma, Inc.",NCM
MELI,Catalog & Mail Order Houses,"Mercadolibre, Inc.",NMS
MELR,Regional - Northeast Banks,"Melrose Bancorp, Inc.",NCM
MENB,Beverages - Brewers,"Mendocino Brewing Company, Inc.",PNK
MEOH,Specialty Chemicals,Methanex Corporation,NMS
MERC,Paper & Paper Products,Mercer International Inc.,NMS
MERR,Asset Management,"Merriman Holdings, Inc.",PNK
MET,Life Insurance,"MetLife, Inc.",NYQ
MFA,REIT - Diversified,"MFA Financial, Inc.",NYQ
MFBP,Regional - Pacific Banks,"M&F Bancorp, Inc.",PNK
MFC,Life Insurance,Manulife Financial Corporation,NYQ
MFCB,Industrial Metals & Minerals,MFC Bancorp Ltd.,NYQ
MFCO,Diversified Electronics,"Microwave Filter Company, Inc.",PNK
MFDB,Savings & Loans,Mutual Federal Bancorp Inc,PNK
MFG,Foreign Regional Banks,"Mizuho Financial Group, Inc.",NYQ
MFNC,Regional - Southwest Banks,Mackinac Financial Corporation,NCM
MFON,Communication Equipment,Mobivity Holdings Corp.,PNK
MFSF,Regional - Midwest Banks,"MutualFirst Financial, Inc.",NGM
MFST,Publishing - Periodicals,"Medifirst Solutions, Inc",PNK
MG,Security & Protection Services,"Mistras Group, Inc.",NYQ
MGA,Auto Parts Wholesale,Magna International Inc.,NYQ
MGCD,Medical Appliances & Equipment,MGC Diagnostics Corporation,NCM
MGEE,Diversified Utilities,"MGE Energy, Inc.",NMS
MGI,Credit Services,"MoneyGram International, Inc.",NMS
MGIC,Application Software,Magic Software Enterprises Ltd.,NMS
MGLN,Health Care Plans,"Magellan Health, Inc.",NMS
MGM,Resorts & Casinos,MGM Resorts International,NYQ
MGNX,Biotechnology,"MacroGenics, Inc.",NMS
MGPI,Beverages - Wineries & Distillers,"MGP Ingredients, Inc.",NMS
MGRC,Rental & Leasing Services,McGrath Rentcorp,NMS
MGUY,Oil & Gas Drilling & Exploration,Mogul Energy International Inc.,PNK
MGYR,Regional - Northeast Banks,"Magyar Bancorp, Inc.",NGM
MHH,Staffing & Outsourcing Services,"Mastech Digital, Inc.",ASE
MHK,Home Furnishings & Fixtures,"Mohawk Industries, Inc.",NYQ
MHLD,Property & Casualty Insurance,"Maiden Holdings, Ltd.",NMS
MHO,Residential Construction,"M/I Homes, Inc.",NYQ
MHTX,Diversified Electronics,"Manhattan Scientifics, Inc.",PNK
MIC,"Air Services, Other",Macquarie Infrastructure Corporation,NYQ
MICT,Aerospace/Defense - Major Diversified,"Micronet Enertec Technologies, Inc.",NCM
MIDD,Diversified Machinery,The Middleby Corporation,NMS
MIK,"Specialty Retail, Other","The Michaels Companies, Inc.",NMS
MIND,Scientific & Technical Instruments,"Mitcham Industries, Inc.",NMS
MINI,Packaging & Containers,"Mobile Mini, Inc.",NMS
MITK,Application Software,"Mitek Systems, Inc.",NCM
MITL,Communication Equipment,Mitel Networks Corporation,NMS
MITT,REIT - Diversified,"AG Mortgage Investment Trust, Inc.",NYQ
MIXT,Technical & System Software,MiX Telematics Limited,NYQ
MJCO,Application Software,Majesco,ASE
MJMI,Catalog & Mail Order Houses,MarilynJean Interactive Inc.,PNK
MJNE,Business Services,"MJ Holdings, Inc.",PNK
MJPI,Home Furnishings & Fixtures,MJP International Ltd.,PNK
MJTK,Sporting Goods,"CannaSys, Inc.",PNK
MKC,Processed & Packaged Goods,"McCormick & Company, Incorporated",NYQ
MKL,Property & Casualty Insurance,Markel Corporation,NYQ
MKRS,Diversified Electronics,Mikros Systems Corporation,PNK
MKSI,Scientific & Technical Instruments,"MKS Instruments, Inc.",NMS
MKTX,Investment Brokerage - National,MarketAxess Holdings Inc.,NMS
MLAB,Medical Instruments & Supplies,"Mesa Laboratories, Inc.",NMS
MLER,Aerospace/Defense Products & Services,"Moller International, Inc.",PNK
MLES,Rental & Leasing Services,"The Mint Leasing, Inc.",PNK
MLHR,Business Equipment,"Herman Miller, Inc.",NMS
MLI,Metal Fabrication,"Mueller Industries, Inc.",NYQ
MLM,General Building Materials,"Martin Marietta Materials, Inc.",NYQ
MLNK,Air Delivery & Freight Services,"ModusLink Global Solutions, Inc.",NMS
MLNX,Semiconductor - Broad Line,"Mellanox Technologies, Ltd.",NMS
MLP,Real Estate Development,"Maui Land & Pineapple Company, Inc.",NYQ
MLR,Auto Parts,"Miller Industries, Inc.",NYQ
MLSS,Medical Instruments & Supplies,Milestone Scientific Inc.,ASE
MLVF,Savings & Loans,"Malvern Bancorp, Inc.",NGM
MMC,Insurance Brokers,"Marsh & McLennan Companies, Inc.",NYQ
MMEX,Nonmetallic Mineral Mining,MMEX Resources Corporation,PNK
MMI,Real Estate Development,"Marcus & Millichap, Inc.",NYQ
MMLP,Oil & Gas Pipelines,Martin Midstream Partners L.P.,NMS
MMM,Diversified Machinery,3M Company,NYQ
MMMB,Food - Major Diversified,"MamaMancini's Holdings, Inc.",PNK
MMMW,Diversified Utilities,Mass Megawatts Wind Power Inc.,PNK
MMP,Oil & Gas Pipelines,"Magellan Midstream Partners, L.P.",NYQ
MMRF,Internet Information Providers,"MMRGlobal, Inc.",PNK
MMS,Business Services,"MAXIMUS, Inc.",NYQ
MMSI,Medical Instruments & Supplies,"Merit Medical Systems, Inc.",NMS
MMTC,Medical Laboratories & Research,"Micro Imaging Technology, Inc.",PNK
MMTIF,Semiconductor - Integrated Circuits,Micromem Technologies Inc.,PNK
MMTRS,Business Services,Mills Music Trust,PNK
MMYT,General Entertainment,MakeMyTrip Limited,NMS
MN,Asset Management,"Manning & Napier, Inc.",NYQ
MNAI,Conglomerates,Monar International Inc.,PNK
MNBT,Regional - Southeast Banks,Mountain National Bancshares Inc.,PNK
MNDO,Information Technology Services,MIND C.T.I. Ltd,NGM
MNGA,Major Integrated Oil & Gas,MagneGas Corporation,NCM
MNI,Publishing - Newspapers,The McClatchy Company,NYQ
MNK,Drugs - Generic,Mallinckrodt Public Limited Company,NYQ
MNKD,Biotechnology,MannKind Corporation,NGM
MNOV,Biotechnology,"MediciNova, Inc.",NGM
MNR,REIT - Industrial,Monmouth Real Estate Investment Corporation,NYQ
MNRO,Auto Parts,"Monro Muffler Brake, Inc.",NMS
MNSB,Regional - Northeast Banks,"MainStreet Bancshares, Inc.",PNK
MNST,Beverages - Soft Drinks,Monster Beverage Corporation,NMS
MNTA,Drugs - Generic,"Momenta Pharmaceuticals, Inc.",NMS
MNTX,Diversified Machinery,"Manitex International, Inc.",NCM
MO,Cigarettes,"Altria Group, Inc.",NYQ
MOBL,Application Software,"MobileIron, Inc.",NMS
MOBO,Conglomerates,Mobile Lads Corp.,PNK
MOBQ,Marketing Services,"Mobiquity Technologies, Inc.",PNK
MOC,Security & Protection Services,Command Security Corporation,ASE
MOD,Auto Parts,Modine Manufacturing Company,NYQ
MODLF,Healthcare Information Services,Mondi Limited,PNK
MODN,Application Software,"Model N, Inc.",NYQ
MOFG,Regional - Southwest Banks,"MidWestOne Financial Group, Inc.",NMS
MOG-A,Aerospace/Defense Products & Services,Moog Inc.,NYQ
MOH,Health Care Plans,"Molina Healthcare, Inc.",NYQ
MOJO,Beverages - Soft Drinks,"Mojo Organics, Inc",PNK
MOMO,Internet Software & Services,Momo Inc.,NMS
MON,Agricultural Chemicals,Monsanto Company,NYQ
MORN,Information & Delivery Services,"Morningstar, Inc.",NMS
MOS,Agricultural Chemicals,The Mosaic Company,NYQ
MOST,Business Software & Services,"MobileSmith, Inc.",PNK
MOSY,Semiconductor - Integrated Circuits,"MoSys, Inc.",NCM
MOV,"Recreational Goods, Other","Movado Group, Inc.",NYQ
MPAA,Auto Parts,"Motorcar Parts of America, Inc.",NMS
MPAD,Semiconductor - Integrated Circuits,"Micropac Industries, Inc.",PNK
MPAY,Business Services,Mobetize Corp.,PNK
MPB,Regional - Northeast Banks,"Mid Penn Bancorp, Inc.",NGM
MPC,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,NYQ
MPLX,Oil & Gas Pipelines,MPLX LP,NYQ
MPML,Pollution & Treatment Controls,"MPM Technologies, Inc.",PNK
MPSP,Medical Instruments & Supplies,"MedPro Safety Products, Inc.",PNK
MPW,REIT - Healthcare Facilities,"Medical Properties Trust, Inc.",NYQ
MPWR,Semiconductor - Specialized,"Monolithic Power Systems, Inc.",NMS
MPX,Recreational Vehicles,Marine Products Corporation,NYQ
MRC,Oil & Gas Equipment & Services,MRC Global Inc.,NYQ
MRCY,Computer Peripherals,"Mercury Systems, Inc.",NMS
MRGE,Healthcare Information Services,Mirage Energy Corporation,PNK
MRIC,Medical Appliances & Equipment,"MRI Interventions, Inc.",PNK
MRIN,Application Software,Marin Software Incorporated,NYQ
MRK,Drug Manufacturers - Major,"Merck & Co., Inc.",NYQ
MRLN,Mortgage Investment,Marlin Business Services Corp.,NMS
MRNS,Biotechnology,"Marinus Pharmaceuticals, Inc.",NGM
MRO,Independent Oil & Gas,Marathon Oil Corporation,NYQ
MRTN,Trucking,"Marten Transport, Ltd.",NMS
MRTX,Biotechnology,"Mirati Therapeutics, Inc.",NCM
MRVL,Semiconductor - Integrated Circuits,Marvell Technology Group Ltd.,NMS
MS,Investment Brokerage - National,Morgan Stanley,NYQ
MSA,Security & Protection Services,MSA Safety Incorporated,NYQ
MSB,Diversified Investments,Mesabi Trust,NYQ
MSBF,Savings & Loans,MSB Financial Corp.,NGM
MSCC,Semiconductor - Integrated Circuits,Microsemi Corporation,NMS
MSCI,Processing Systems & Products,MSCI Inc.,NYQ
MSEX,Water Utilities,Middlesex Water Company,NMS
MSFG,Regional - Midwest Banks,"MainSource Financial Group, Inc.",NMS
MSFT,Business Software & Services,Microsoft Corporation,NMS
MSG,Entertainment - Diversified,The Madison Square Garden Company,NYQ
MSGO,Management Services,"Mister Goody, Inc.",PNK
MSI,Communication Equipment,"Motorola Solutions, Inc.",NYQ
MSL,Regional - Southeast Banks,"MidSouth Bancorp, Inc.",NYQ
MSLP,Personal Services,MusclePharm Corporation,PNK
MSM,Industrial Equipment Wholesale,"MSC Industrial Direct Co., Inc.",NYQ
MSN,Electronic Equipment,Emerson Radio Corp.,ASE
MSON,Medical Appliances & Equipment,"Misonix, Inc.",NGM
MSPC,Diversified Communication Services,"Metrospaces, Inc.",PNK
MSTO,Credit Services,Masterbeat Corporation,PNK
MSTR,Application Software,MicroStrategy Incorporated,NMS
MSVB,Regional - Midwest Banks,"Mid-Southern Savings Bank, FSB",PNK
MT,Steel & Iron,ArcelorMittal,NYQ
MTB,Regional - Northeast Banks,M&T Bank Corporation,NYQ
MTBC,Healthcare Information Services,"Medical Transcription Billing, Corp.",NCM
MTD,Medical Instruments & Supplies,Mettler-Toledo International Inc.,NYQ
MTDR,Independent Oil & Gas,Matador Resources Company,NYQ
MTEX,Personal Products,"Mannatech, Incorporated",NMS
MTG,Property & Casualty Insurance,MGIC Investment Corporation,NYQ
MTGB,Money Center Banks,"Meetinghouse Bancorp, Inc.",PNK
MTGE,REIT - Diversified,MTGE Investment Corp.,NMS
MTH,Residential Construction,Meritage Homes Corporation,NYQ
MTL,Steel & Iron,Mechel PAO,NYQ
MTLK,Semiconductor - Integrated Circuits,"Metalink, Ltd.",PNK
MTLS,Application Software,Materialise NV,NMS
MTN,Resorts & Casinos,"Vail Resorts, Inc.",NYQ
MTOR,Auto Parts,"Meritor, Inc.",NYQ
MTR,Diversified Investments,Mesa Royalty Trust,NYQ
MTRN,Industrial Metals & Minerals,Materion Corporation,NYQ
MTRX,Oil & Gas Equipment & Services,Matrix Service Company,NMS
MTSC,Scientific & Technical Instruments,MTS Systems Corporation,NMS
MTSI,Semiconductor - Broad Line,"MACOM Technology Solutions Holdings, Inc.",NMS
MTSL,Diversified Communication Services,MER Telemanagement Solutions Ltd.,NCM
MTU,Money Center Banks,"Mitsubishi UFJ Financial Group, Inc.",NYQ
MTW,Farm & Construction Machinery,"The Manitowoc Company, Inc.",NYQ
MTX,Chemicals - Major Diversified,Minerals Technologies Inc.,NYQ
MTZ,Heavy Construction,"MasTec, Inc.",NYQ
MU,Semiconductor- Memory Chips,"Micron Technology, Inc.",NMS
MUR,Independent Oil & Gas,Murphy Oil Corporation,NYQ
MUSA,"Specialty Retail, Other",Murphy USA Inc.,NYQ
MUSS,Application Software,"Multi Solutions II, Inc.",PNK
MUX,Industrial Metals & Minerals,McEwen Mining Inc.,NYQ
MVIS,Diversified Electronics,"MicroVision, Inc.",NGM
MVLY,Regional - Pacific Banks,Mission Valley Bancorp,PNK
MVO,Independent Oil & Gas,MV Oil Trust,NYQ
MWA,Industrial Equipment & Components,"Mueller Water Products, Inc.",NYQ
MWBC,Regional - Northeast Banks,"MW Bancorp, Inc.",PNK
MWOG,Industrial Metals & Minerals,Midwest Oil & Gas Inc.,PNK
MX,Semiconductor - Specialized,MagnaChip Semiconductor Corporation,NYQ
MXC,Independent Oil & Gas,Mexco Energy Corporation,ASE
MXIM,Semiconductor - Broad Line,"Maxim Integrated Products, Inc.",NMS
MXL,Semiconductor - Integrated Circuits,"MaxLinear, Inc.",NYQ
MXMG,Conglomerates,Maxima Group Inc.,PNK
MXPT,Application Software,"MaxPoint Interactive, Inc.",NGM
MXWL,Diversified Electronics,"Maxwell Technologies, Inc.",NMS
MYCC,Sporting Activities,"ClubCorp Holdings, Inc.",NYQ
MYDX,Pollution & Treatment Controls,"MyDx, Inc.",PNK
MYE,Rubber & Plastics,"Myers Industries, Inc.",NYQ
MYEC,Consumer Services,"MEC, Inc.",PNK
MYGN,Research Services,"Myriad Genetics, Inc.",NMS
MYL,Drugs - Generic,Mylan N.V.,NMS
MYNG,Gold,"Golden Eagle International, Inc.",PNK
MYOS,Drugs - Generic,MYOS RENS Technology Inc.,NCM
MYRG,General Contractors,MYR Group Inc.,NMS
MYRX,Drugs - Generic,"Myrexis, Inc.",PNK
MZEI,Pollution & Treatment Controls,"Medizone International, Inc.",PNK
NACG,Diversified Machinery,"NAC Global Technologies, Inc.",PNK
NADL,Oil & Gas Drilling & Exploration,North Atlantic Drilling Ltd.,NYQ
